prod_descricao;prod_marca;prod_detalhe;prod_fps
Protetor Solar Facial Bioré Perfect Milk 50 FPS - 40ml; Bioré;"Novo Bioré UV Perfect Milk oferece alta proteção solar em textura macia e toque seco   Bioré identificou uma enorme mudança no mercado brasileiro nos últimos 15 anos: antes os cuidados eram direcionados à pele do corpo; hoje, aumentou também o foco da preocupação com o rosto.   Uma das etapas mais importantes desta rotina diária de cuidados faciais é a proteção solar, já que o sol pode causar danos à pele, como envelhecimento precoce, linhas de expressão, manchas e flacidez.    Porém, esse cuidado ainda é muitas vezes ignorado no Brasil, já que o público brasileiro se queixa que os protetores com alto fator de proteção geralmente deixam a pele pegajosa e com aspecto oleoso.   A solução de Bioré é focada em sensoriais únicos e oferece protetores solares com alta proteção UVA e UVB em texturas ultra leves e não pegajosas. Assim, Bioré, a marca de protetor solar n° 1 do Japão, traz o verdadeiro toque seco em proteção solar, para que as brasileiras possam usar todos os dias. Com um textura macia e toque seco, que traz uma sensação confortável na pele, o Bioré UV Perfect Milk é um protetor solar facial e corporal com FPS 50 e alta proteção UVA. Assim como os outros protetores da linha Bioré, o Perfect Milk também é muito resistente à transpiração e à água.  Seus principais benefícios são: alta proteção UVA e UVB em textura macia e “sequinha”, resistência à transpiração e à água e sensação de pele macia e confortável.   Como usar:  Agite antes de usar. Depois aplique uniformemente na pele do rosto e do corpo, antes de se expor ao sol. Para remover, lave bem com sabonete; removedor de maquiagem é recomendado quando difícil de remover completamente. Deve ser reaplicado sempre após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante exposição ao sol.";0
Protetor Solar Facial Bioré Perfect Milk 50 FPS - 40ml; Bioré;SEM DETALHE;0
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;"Protetor Solar com cor FPS90 FPUVA70 Pink Stick 14g É um protetor solar facial, em formato bastão, prático e multifuncional que alia alta proteção, tratamento, beleza e praticidade.   Ideal para ser usado como um protetor solar diário e, especialmente, durante a prática de exercícios físicos ao ar livre, já que é resistente à água e ao suor. Não escorre e não arde os olhos. Devido ao seu alto fator de proteção, seu uso contínuo auxilia na prevenção e redução dos sinais de envelhecimento, e no tratamento de manchas na pele, como o melasma. Seu pigmento atua formando mais uma barreira de proteção na pele, contra a luz visível.   Possui textura e sensorial agradáveis, pigmentação leve, ideal para uniformizar sua pele. Fórmula enriquecida com vitamina E, potentes antioxidantes associados que combatem os radicais livres e o envelhecimento cutâneo, reduzindo rugas e linhas de expressão. Disponível em 8 tonalidades que se adaptam a diversas tonalidades de pele.   As tonalidades são definidas como ""quilometragens"" - 5km, 10km, 15km, 21km, 42km 42km Rio, 60km Ultra, 80km Ultra e 100km Ultra. Apenas como forma de diferenciar as cores. Estas ""distâncias"" não significam o tanto de quilometragem que a pessoa precisa fazer para usar.  Como o Pink Stick funciona O Pink Stick é composto por filtros químicos nobres e filtros físicos que se complementam para oferecer altíssima proteção contra os raios UVA e UVB do sol.  Apenas com o protetor físico, não é possível obter a altíssima proteção FPS90 e FPUVA70.  Os filtros químicos são formados por moléculas orgânicas capazes de absorver a radiação UV (alta energia) e transformá-la em radiações com energias menores e inofensivas ao ser humano. A combinação de diferentes tipos de filtros químicos amplia o espectro de ação dos filtros e torna a proteção mais segura e confiável.  Os filtros físicos são representados pelo Dióxido de Titânio. Esses filtros representam a forma mais segura e eficaz de proteção, pois formam uma camada sobre a pele que reflete e/ou dispersa os raios UVA e UVB sem absorvê-los. Portanto, apresentam baixo potencial de irritação.  Dados Técnicos:  Alta Proteção - FPS 90 FPUVA 70 Formato em bastão que facilita a aplicação Indicado para todo tipo de pele Textura e Cobertura leve e confortável Rico em Vitamina E hidrata e uniformiza a pele Não escorre com o suor e não arde os olhos Produto resistente à água por 4 horas Dermatologicamente testado Produto Vegano e Livre de Parabenos Não testado em animais  O Pink Stick foi submetido a testes de eficácia e segurança, realizados em laboratório credenciado - Kosmocience Ciência e Tecnologia Cosmética LTDA, onde ficaram comprovados os pontos abaixo: Proteção contra os raios UVB, através do ensaio de Fator de Proteção Solar ou FPS; Proteção contra os raios UVA, através do ensaio de Fator de Proteção UVA, PPD ou FPUVA; Resistência de 100% a água até 4 horas de imersão; Segurança do produto, através de teste de compatibilidade cutânea.  Modo de Usar:  Aplique o protetor solar de maneira abundante por toda extensão do rosto, incluindo a região dos olhos. Após a aplicação, espalhe o produto com as mãos, esponja ou pincel para deixar com acabamento uniforme. É necessária a reaplicação do produto após a transpiração excessiva ou permanência prolongada na água, para manter a sua efetividade. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. Ajuda a prevenir as queimaduras solares.  Recomendações:  Guarde sempre bem fechado, longe da luz e calor excessivo. Não deixe seu stick no carro. Leve com você! Recomendamos remover o protetor solar adequadamente, com demaquilante e/ou água e sabonete, preferencialmente com ácido salicílico (Face Bubbles). Em caso de irritação, suspender o uso e procurar orientação médica. Não deve ser ingerido. Mantenha fora do alcance de crianças. Conservar em local seco, em temperatura ambiente. USO EXTERNO.  Produto Vegano, livre de componentes de origem animal. Livre de Parabenos. Cruelty Free. A Pink Cheeks não realiza testes de seus produtos em animais.  Nossos testes são realizados em pessoas voluntárias, através de laboratórios credenciados. A ANVISA considera hipoalergênico os produtos que passaram por testes de sensibilização realizados em humanos em laboratórios especializados. Hipoalergênicos são produtos com menos chance de causar alergia. No entanto, não há garantias de que o produto não causará alergia em 100% das pessoas, já que cada pessoa tem uma reação diferente. A PINK CHEEKS não classifica este produto como hipoalergênico, uma vez que o produto não passou por testes. Você pode ter acesso à composição de todos os produtos da PINK CHEEKS através da página de cada produto em nosso site.";90
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;Brinde Amostra Paco Rabane Million For Her 1,5ml (Imagem Ilustrativa);90
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;SEM DETALHE;90
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;Saborino Morning Facial Sheet Mascara (Imagem Ilustrativa).;90
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;brinde prada amostra prada paradoxe (Imagem ilustrativa);90
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;Brinde Amostra Paco Rabanne Million Gold Eau de Parfum Intense 1,5 ml (Imagem Ilustrativa);90
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;"Protetor Solar Facial Dermage – Photoage Water FPS50  Com FPS50 e PPD20, o filtro solar aquoso Photoage Water chega para revolucionar a fotoproteção diária. Sua película protetora invisível, fórmula enriquecida com ácido hialurônico e tecnologia Double UV Protect proporcionam uma proteção uniforme, mais segura e eficaz. Tudo isso sem adicionar resíduo esbranquiçado e textura à pele, com rápida absorção e toque seco.   Para Quem é Indicado?  Com toque seco, rápida absorção e textura ultraleve, o filtro solar Photoage Water é indicado para todos os tipos de pele, inclusive para a pele mista e pele oleosa.  Sua textura Acqua Fluid, aquosa e imperceptível, faz com que seja o filtro solar ideal para a prática de esportes, para uso diário antes da maquiagem e o filtro solar para pele sensível à textura do protetor solar convencional.   Entenda a Tecnologia Uv Double Protect Com duplo revestimento a base de água, cria uma película protetora invisível e confortável, protegendo até as irregularidades da pele. “Sabemos que a pele possui ondulações microscópicas em sua superfície. Com a Tecnologia Double UV PROTECT presente no Photoage Water, conseguimos proporcionar uma aplicação uniforme do filtro solar, criando um filme invisível que cobre todo revestimento e irregularidade da pele, possibilitando maior fotoproteção”, conta Giselle Canavaci, Gerente de Produtos da Dermage.   Ativos No Photoage Water Tecnologia Double UV Protect: cria proteção imperceptível na pele, cobrindo as irregularidades de todo revestimento cutâneo.  Ácido Hialurônico: um dos principais componentes da matriz extracelular, essencial em todos os tecidos conjuntivos, como colágeno e cartilagem e o uso de produtos com esse ativo deixa a pele mais maleável, flexível e uniforme, contribuindo para redução das rugas e linhas de expressão.  Vitamina E: potente ativo antioxidante que promove firmeza e viço para a pele.  Bisabolol: possui propriedades anti-inflamatórias e auxilia na prevenção da acne e irritações da pele.   Benefícios Do Photoage Water - FPS50 e PPD / FPUVA 20 - Cobertura imperceptível - Película de proteção invisível - Toque seco - Textura Acqua Fluid de rápida absorção - Proteção solar de alto espectro contra raios UVA e UVB - Indicado para pele sensível a filtro solar químico   O Que Significa Fps e Ppd?  A sigla FPS é a abreviação de FATOR DE PROTEÇÃO SOLAR. Ela indica o tempo de proteção da pele contra os raios UVB, causadores de queimaduras, da sensação de ardência e vermelhidão após a exposição ao sol. Na prática, o FPS funciona da seguinte maneira: se a pele leva 3 minutos para sofrer danos, utilizando um protetor solar FPS 50, ela fica protegida por um tempo 50 vezes maior.  Já a sigla PPD significa Persistent Pigment Darkening (escurecimento persistente de pigmento, em tradução livre) e demonstra o fator de proteção contra os raios solares UVA, que são os causadores de lesões profundas na pele, envelhecimento precoce e câncer de pele.  Como e Quando Usar? O protetor solar Photoage Water deve ser usado na rotina diária, antes da exposição solar. Por ser um filtro solar com textura aquosa e imperceptível, é indicado para proteger a pele antes de aplicar a maquiagem.  Após realizar a rotina diurna de cuidados com a pele, aplique o Photoage Water e espalhe logo em seguida. Para aplicar a próxima camada, aguarde alguns minutos até que seja totalmente absorvido. De acordo com a Sociedade Brasileira de Dermatologia (SBD), a quantidade correta de protetor a ser aplicada no rosto, orelhas e pescoço é de uma colher de chá.   Lembre-se de reaplicar o filtro solar a cada 3 horas regularmente ou a cada 2 horas em casos de transpiração excessiva, exposição solar prolongada ou após sair da água.   Características:  40g, 100% de filtros químicos, 0% de óleos, parabenos e fragrância; vegano; dermatologicamente testado; não comedogênico e cruelty free.";50
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;SEM DETALHE;50
Protetor Solar Facial Episol Color- Mantecorp Skincare Fps 30 - Pele Clara; Mantecorp Skincare;Episol Color é uma linha de proteção solar com cor que promove cobertura perfeita e uniforme da pele, com efeito matte e toque seco. Este produto possui inovador sistema de dispersão de pigmentos, não obstrui os poros e previne o envelhecimento precoce, com alta proteção. Está disponível em cinco tonalidades (pele extra clara, pele clara, pele morena, pele morena mais e pele negra).   O Protetor Solar Facial Fps 30 contém agentes de textura, que proporcionam efeito matte (efeito anti-brilho), e pigmentos de origem mineral capazes de difundir a luz, disfarçando pequenas rugas, linhas de expressão e imperfeições da pele. Protege a pele imediatamente após sua aplicação. O uso regular auxilia na prevenção do câncer de pele e de outros efeitos danosos causados pelo sol, como o envelhecimento precoce. Ajuda a prevenir queimaduras solares. É hipoalergênico (este produto foi formulado de maneira a minimizar o possível surgimento de alergia) e não comedogênico (não provoca cravos). Oferece alta proteção contra queimaduras.  Benefícios: • Inovador sistema de dispersão dos pigmentos. • Impede a formação de aglomerados. • Promove perfeita cobertura e uniformidade da pele. • Alta proteção UVA, UVB e luz visível. • Textura foundant com efeito base. • Efeito matificante/Toque seco. • Sem fragrância. • Não comedogênico. • Muito resistente à água. • Proteção imediata. • Uso diário.  Modo de Usar: O Protetor Solar Facial Fps 30 deve ser aplicado em abundância e uniformemente sobre a pele seca antes da exposição ao sol, ou sempre que necessário, se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. Recomenda-se a reaplicação do produto após transpiração excessiva, exercício físico, mergulho, exposição prolongada ao sol ou após secar-se com toalha, a fim de assegurar sua eficácia.;30
